Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,Variant index,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 2852,2011/12/27 16:58:57,2011/12/27 16:58:57,Assign seriousness,Value 1,5,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2852,2011/12/29 16:13:14,2011/12/29 16:13:14,Resolve ticket,Value 1,5,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2852,2012/1/27 17:00:47,2012/1/27 17:00:47,Closed,Value 5,5,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/6/27 12:28:23,2011/6/27 12:28:23,Assign seriousness,Value 8,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/6/27 12:28:42,2011/6/27 12:28:42,Assign seriousness,Value 8,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/6/30 13:18:57,2011/6/30 13:18:57,Assign seriousness,Value 13,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/6/30 14:18:24,2011/6/30 14:18:24,Take in charge ticket,Value 15,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/7/11 9:09:16,2011/7/11 9:09:16,Wait,Value 15,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/7/18 9:32:55,2011/7/18 9:32:55,Resolve ticket,Value 15,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2853,2011/8/4 13:01:36,2011/8/4 13:01:36,Closed,Value 5,39,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2854,2012/8/10 7:48:18,2012/8/10 7:48:18,Assign seriousness,Value 4,1,Value 1,Value 27,Value 19,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2854,2012/8/10 8:20:30,2012/8/10 8:20:30,Take in charge ticket,Value 4,1,Value 1,Value 27,Value 19,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2854,2012/8/10 9:28:27,2012/8/10 9:28:27,Resolve ticket,Value 4,1,Value 1,Value 27,Value 19,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2854,2012/9/14 7:50:37,2012/9/14 7:50:37,Closed,Value 5,1,Value 1,Value 27,Value 19,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2855,2011/1/5 11:26:05,2011/1/5 11:26:05,Assign seriousness,Value 8,1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2855,2011/1/5 15:00:59,2011/1/5 15:00:59,Take in charge ticket,Value 8,1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2855,2011/1/5 15:01:05,2011/1/5 15:01:05,Resolve ticket,Value 8,1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2855,2011/2/18 11:30:28,2011/2/18 11:30:28,Closed,Value 5,1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2856,2011/1/26 15:00:31,2011/1/26 15:00:31,Assign seriousness,Value 2,1,Value 1,Value 360,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2856,2011/1/26 15:00:51,2011/1/26 15:00:51,Take in charge ticket,Value 2,1,Value 1,Value 360,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2856,2011/1/27 16:17:11,2011/1/27 16:17:11,Resolve ticket,Value 2,1,Value 1,Value 360,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2856,2011/2/26 15:10:16,2011/2/26 15:10:16,Closed,Value 5,1,Value 1,Value 360,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2857,2010/3/16 8:04:03,2010/3/16 8:04:03,Assign seriousness,Value 2,1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 2857,2010/3/16 8:04:15,2010/3/16 8:04:15,Take in charge ticket,Value 2,1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 2857,2010/4/1 8:48:34,2010/4/1 8:48:34,Resolve ticket,Value 2,1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 2857,2010/4/16 8:48:47,2010/4/16 8:48:47,Closed,Value 5,1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 2858,2010/9/7 16:08:34,2010/9/7 16:08:34,Assign seriousness,Value 14,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2858,2010/9/8 15:14:48,2010/9/8 15:14:48,Take in charge ticket,Value 9,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2858,2010/9/8 15:15:06,2010/9/8 15:15:06,Wait,Value 9,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2858,2010/9/10 11:08:01,2010/9/10 11:08:01,Take in charge ticket,Value 7,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2858,2010/9/10 11:08:12,2010/9/10 11:08:12,Resolve ticket,Value 7,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2858,2010/10/21 16:00:35,2010/10/21 16:00:35,Closed,Value 5,3,Value 1,Value 79,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2859,2011/10/31 9:49:21,2011/10/31 9:49:21,Assign seriousness,Value 1,1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,2011/10/31 15:22:16,2011/10/31 15:22:16,Take in charge ticket,Value 9,1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,2011/11/3 10:05:13,2011/11/3 10:05:13,Resolve ticket,Value 9,1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,2011/12/16 9:50:28,2011/12/16 9:50:28,Closed,Value 5,1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2860,2013/5/2 12:30:14,2013/5/2 12:30:14,Assign seriousness,Value 1,2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2860,2013/5/20 7:11:41,2013/5/20 7:11:41,Take in charge ticket,Value 2,2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2860,2013/5/20 7:56:04,2013/5/20 7:56:04,Wait,Value 4,2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2860,2013/5/27 15:16:10,2013/5/27 15:16:10,Resolve ticket,Value 4,2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2860,2013/6/11 15:16:29,2013/6/11 15:16:29,Closed,Value 3,2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/6/24 15:38:47,2011/6/24 15:38:47,Assign seriousness,Value 7,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/6/29 8:18:29,2011/6/29 8:18:29,Take in charge ticket,Value 2,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/6/29 8:25:56,2011/6/29 8:25:56,Wait,Value 2,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/7/5 15:26:19,2011/7/5 15:26:19,Take in charge ticket,Value 2,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/7/11 12:42:56,2011/7/11 12:42:56,Resolve ticket,Value 2,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2861,2011/8/3 13:40:32,2011/8/3 13:40:32,Closed,Value 5,3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2862,2010/4/15 13:49:28,2010/4/15 13:49:28,Assign seriousness,Value 2,1,Value 1,Value 180,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2862,2010/4/15 14:16:15,2010/4/15 14:16:15,Take in charge ticket,Value 2,1,Value 1,Value 180,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2862,2010/4/15 14:16:26,2010/4/15 14:16:26,Resolve ticket,Value 2,1,Value 1,Value 180,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2862,2010/6/2 13:50:37,2010/6/2 13:50:37,Closed,Value 5,1,Value 1,Value 180,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2863,2010/5/17 14:46:02,2010/5/17 14:46:02,Assign seriousness,Value 2,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/5/18 16:24:04,2010/5/18 16:24:04,Assign seriousness,Value 16,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/5/20 7:27:04,2010/5/20 7:27:04,Assign seriousness,Value 16,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/5/20 7:27:21,2010/5/20 7:27:21,Wait,Value 16,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/5/20 7:28:40,2010/5/20 7:28:40,Take in charge ticket,Value 16,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/6/30 13:39:07,2010/6/30 13:39:07,Resolve ticket,Value 16,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2863,2010/7/15 13:39:18,2010/7/15 13:39:18,Closed,Value 5,177,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2864,2011/1/10 10:55:39,2011/1/10 10:55:39,Assign seriousness,Value 8,1,Value 1,Value 266,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2864,2011/1/17 16:19:26,2011/1/17 16:19:26,Take in charge ticket,Value 2,1,Value 1,Value 266,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2864,2011/1/24 12:05:32,2011/1/24 12:05:32,Resolve ticket,Value 2,1,Value 1,Value 266,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2864,2011/2/23 12:06:00,2011/2/23 12:06:00,Closed,Value 5,1,Value 1,Value 266,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2865,2010/2/19 10:03:38,2010/2/19 10:03:38,Assign seriousness,Value 2,1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2865,2010/2/19 10:16:18,2010/2/19 10:16:18,Take in charge ticket,Value 2,1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2865,2010/2/19 10:16:24,2010/2/19 10:16:24,Resolve ticket,Value 2,1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2865,2010/3/24 10:10:44,2010/3/24 10:10:44,Closed,Value 5,1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2866,2013/2/27 8:54:54,2013/2/27 8:54:54,Assign seriousness,Value 1,2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2866,2013/2/27 8:55:12,2013/2/27 8:55:12,Take in charge ticket,Value 1,2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2866,2013/2/27 9:06:33,2013/2/27 9:06:33,Wait,Value 2,2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2866,2013/4/8 9:50:52,2013/4/8 9:50:52,Resolve ticket,Value 2,2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2866,2013/4/23 9:51:09,2013/4/23 9:51:09,Closed,Value 3,2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2867,2011/6/7 12:51:20,2011/6/7 12:51:20,Assign seriousness,Value 8,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/6/7 12:51:31,2011/6/7 12:51:31,Take in charge ticket,Value 8,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/6/15 10:37:31,2011/6/15 10:37:31,Wait,Value 8,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/6/17 13:43:33,2011/6/17 13:43:33,Wait,Value 9,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/6/28 13:19:42,2011/6/28 13:19:42,Take in charge ticket,Value 8,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/7/5 9:51:59,2011/7/5 9:51:59,Resolve ticket,Value 13,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2867,2011/8/4 9:52:25,2011/8/4 9:52:25,Closed,Value 5,16,Value 1,Value 32,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2868,2011/7/14 10:42:00,2011/7/14 10:42:00,Assign seriousness,Value 13,5,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2868,2011/7/14 12:23:47,2011/7/14 12:23:47,Resolve ticket,Value 13,5,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2868,2011/8/16 10:50:29,2011/8/16 10:50:29,Closed,Value 5,5,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/6/14 13:14:44,2011/6/14 13:14:44,Assign seriousness,Value 8,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/7/7 10:46:13,2011/7/7 10:46:13,Take in charge ticket,Value 9,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/7/8 14:07:29,2011/7/8 14:07:29,Wait,Value 9,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/7/11 14:01:17,2011/7/11 14:01:17,Take in charge ticket,Value 9,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/7/11 14:02:01,2011/7/11 14:02:01,Resolve ticket,Value 9,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2869,2011/7/26 14:02:15,2011/7/26 14:02:15,Closed,Value 5,3,Value 1,Value 300,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2870,2012/1/20 14:06:27,2012/1/20 14:06:27,Assign seriousness,Value 9,1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 4
Case 2870,2012/1/20 14:07:49,2012/1/20 14:07:49,Take in charge ticket,Value 6,1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 4
Case 2870,2012/1/27 12:16:34,2012/1/27 12:16:34,Resolve ticket,Value 17,1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 4
Case 2870,2012/2/22 14:12:11,2012/2/22 14:12:11,Closed,Value 5,1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 4
Case 2871,2010/8/4 13:13:24,2010/8/4 13:13:24,Assign seriousness,Value 9,1,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2871,2010/8/25 9:20:45,2010/8/25 9:20:45,Take in charge ticket,Value 19,1,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2871,2010/8/25 9:22:43,2010/8/25 9:22:43,Resolve ticket,Value 19,1,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2871,2010/9/9 9:23:02,2010/9/9 9:23:02,Closed,Value 5,1,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2872,2010/9/28 15:45:44,2010/9/28 15:45:44,Assign seriousness,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2872,2010/9/28 15:46:02,2010/9/28 15:46:02,Take in charge ticket,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2872,2010/11/8 10:50:50,2010/11/8 10:50:50,Resolve ticket,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2872,2010/11/23 10:51:09,2010/11/23 10:51:09,Closed,Value 5,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2873,2013/3/13 17:31:41,2013/3/13 17:31:41,Assign seriousness,Value 1,2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2873,2013/3/29 9:00:05,2013/3/29 9:00:05,Take in charge ticket,Value 4,2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2873,2013/3/29 9:23:36,2013/3/29 9:23:36,Wait,Value 4,2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2873,2013/4/8 15:06:30,2013/4/8 15:06:30,Resolve ticket,Value 4,2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2873,2013/4/23 15:06:49,2013/4/23 15:06:49,Closed,Value 3,2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2874,2010/3/18 11:38:10,2010/3/18 11:38:10,Assign seriousness,Value 2,1,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 2
Case 2874,2010/3/18 11:53:56,2010/3/18 11:53:56,Take in charge ticket,Value 12,1,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 2
Case 2874,2010/3/18 13:37:24,2010/3/18 13:37:24,Resolve ticket,Value 12,1,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 2
Case 2874,2010/4/24 10:40:36,2010/4/24 10:40:36,Closed,Value 5,1,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 2
Case 2875,2012/8/29 12:41:22,2012/8/29 12:41:22,Assign seriousness,Value 1,2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2875,2012/9/4 7:09:20,2012/9/4 7:09:20,Take in charge ticket,Value 3,2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2875,2012/9/6 13:21:33,2012/9/6 13:21:33,Wait,Value 13,2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2875,2012/10/12 10:21:41,2012/10/12 10:21:41,Resolve ticket,Value 13,2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2875,2012/10/27 10:21:52,2012/10/27 10:21:52,Closed,Value 3,2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2876,2012/5/23 8:58:58,2012/5/23 8:58:58,Assign seriousness,Value 1,1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2876,2012/5/23 12:18:26,2012/5/23 12:18:26,Take in charge ticket,Value 9,1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2876,2012/5/23 14:20:45,2012/5/23 14:20:45,Resolve ticket,Value 1,1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2876,2012/6/23 9:00:42,2012/6/23 9:00:42,Closed,Value 5,1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2877,2010/12/14 11:24:26,2010/12/14 11:24:26,Assign seriousness,Value 2,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2877,2010/12/16 11:38:47,2010/12/16 11:38:47,Take in charge ticket,Value 2,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2877,2010/12/17 7:58:04,2010/12/17 7:58:04,Wait,Value 2,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2877,2010/12/30 8:56:35,2010/12/30 8:56:35,Take in charge ticket,Value 2,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2877,2010/12/30 8:56:40,2010/12/30 8:56:40,Resolve ticket,Value 2,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2877,2011/1/14 8:56:59,2011/1/14 8:56:59,Closed,Value 5,3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 2878,2011/1/11 9:50:51,2011/1/11 9:50:51,Assign seriousness,Value 8,1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2878,2011/1/13 13:03:52,2011/1/13 13:03:52,Take in charge ticket,Value 16,1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2878,2011/1/13 13:14:52,2011/1/13 13:14:52,Resolve ticket,Value 16,1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2878,2011/2/24 10:00:28,2011/2/24 10:00:28,Closed,Value 5,1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2879,2011/11/21 9:38:27,2011/11/21 9:38:27,Assign seriousness,Value 1,1,Value 1,Value 208,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2879,2011/11/21 11:15:42,2011/11/21 11:15:42,Take in charge ticket,Value 9,1,Value 1,Value 208,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2879,2011/11/21 16:20:11,2011/11/21 16:20:11,Resolve ticket,Value 9,1,Value 1,Value 208,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2879,2012/1/19 9:40:57,2012/1/19 9:40:57,Closed,Value 5,1,Value 1,Value 208,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2880,2012/6/21 13:18:05,2012/6/21 13:18:05,Assign seriousness,Value 1,1,Value 1,Value 302,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2880,2012/6/21 13:18:15,2012/6/21 13:18:15,Take in charge ticket,Value 1,1,Value 1,Value 302,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2880,2012/6/25 14:08:36,2012/6/25 14:08:36,Resolve ticket,Value 1,1,Value 1,Value 302,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2880,2012/7/24 13:20:51,2012/7/24 13:20:51,Closed,Value 5,1,Value 1,Value 302,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2881,2013/4/17 15:36:46,2013/4/17 15:36:46,Assign seriousness,Value 1,178,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2881,2013/4/24 14:30:41,2013/4/24 14:30:41,Require upgrade,Value 4,178,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2881,2013/4/24 14:30:41,2013/4/24 14:30:41,Require upgrade,Value 4,178,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2881,2013/5/31 13:26:54,2013/5/31 13:26:54,Resolve ticket,Value 4,178,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2881,2013/6/15 13:27:14,2013/6/15 13:27:14,Closed,Value 3,178,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2882,2011/7/1 10:01:39,2011/7/1 10:01:39,Assign seriousness,Value 9,1,Value 1,Value 40,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2882,2011/7/4 11:06:39,2011/7/4 11:06:39,Take in charge ticket,Value 9,1,Value 1,Value 40,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2882,2011/7/5 12:33:04,2011/7/5 12:33:04,Resolve ticket,Value 9,1,Value 1,Value 40,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2882,2011/8/25 10:10:40,2011/8/25 10:10:40,Closed,Value 5,1,Value 1,Value 40,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2883,2012/4/26 12:49:14,2012/4/26 12:49:14,Assign seriousness,Value 1,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2883,2012/4/26 12:49:25,2012/4/26 12:49:25,Take in charge ticket,Value 1,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2883,2012/4/27 9:54:09,2012/4/27 9:54:09,Resolve ticket,Value 1,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2883,2012/5/29 12:50:16,2012/5/29 12:50:16,Closed,Value 5,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2884,2011/6/8 13:37:06,2011/6/8 13:37:06,Assign seriousness,Value 8,1,Value 1,Value 204,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2884,2011/6/8 13:39:11,2011/6/8 13:39:11,Take in charge ticket,Value 8,1,Value 1,Value 204,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2884,2011/6/9 9:20:42,2011/6/9 9:20:42,Resolve ticket,Value 9,1,Value 1,Value 204,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2884,2011/7/9 13:40:31,2011/7/9 13:40:31,Closed,Value 5,1,Value 1,Value 204,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
