Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 245,2012/2/12 0:00:00,2012/2/12 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,5,Cable Head,ID4882,D,0,0,0,
Case 245,2012/2/14 1:00:00,2012/2/14 6:40:00,Round Grinding - Manual,Machine 27 - Grinding,5,Cable Head,ID4528,D,0,0,0,
Case 245,2012/2/14 4:54:00,2012/2/14 6:38:00,Lapping - Machine 1,Machine 1 - Lapping,5,Cable Head,ID4528,D,5,0,0,
Case 245,2012/2/14 23:00:00,2012/2/15 1:00:00,Round Grinding - Manual,Machine 27 - Grinding,5,Cable Head,ID4528,S,0,0,0,
Case 245,2012/2/15 20:19:00,2012/2/16 6:54:00,Round Grinding - Manual,Machine 27 - Grinding,5,Cable Head,ID4528,D,0,0,0,
Case 245,2012/2/16 20:20:00,2012/2/17 6:54:00,Round Grinding - Manual,Machine 27 - Grinding,5,Cable Head,ID4528,D,5,0,0,
Case 245,2012/2/19 7:00:00,2012/2/19 15:20:00,Final Inspection Q.C.,Quality Check 1,5,Cable Head,ID4493,D,4,1,0,
Case 245,2012/2/20 0:00:00,2012/2/20 1:00:00,Packing,Packing,5,Cable Head,ID4820,D,4,0,0,
Case 246,2012/1/2 9:00:00,2012/1/2 16:00:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,36,Disc,ID4641,D,10,0,0,
Case 246,2012/1/2 16:00:00,2012/1/2 23:40:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,36,Disc,ID3846,D,7,0,0,
Case 246,2012/1/3 14:14:00,2012/1/3 15:29:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,36,Disc,ID4641,D,14,0,0,
Case 246,2012/1/4 7:00:00,2012/1/4 8:40:00,Turning & Milling Q.C.,Quality Check 1,36,Disc,ID4287,D,31,2,0,
Case 246,2012/1/4 9:39:00,2012/1/4 10:21:00,Laser Marking - Machine 7,Machine 7- Laser Marking,36,Disc,ID4882,D,31,0,0,
Case 246,2012/1/4 10:59:00,2012/1/4 17:54:00,Flat Grinding - Machine 11,Machine 11 - Grinding,36,Disc,ID0998,D,15,0,0,
Case 246,2012/1/5 0:00:00,2012/1/5 1:15:00,Flat Grinding - Machine 11,Machine 11 - Grinding,36,Disc,ID4882,D,0,0,0,
Case 246,2012/1/5 8:16:00,2012/1/5 10:35:00,Flat Grinding - Machine 11,Machine 11 - Grinding,36,Disc,ID0998,D,16,0,0,
Case 246,2012/1/8 14:04:00,2012/1/8 15:27:00,Final Inspection Q.C.,Quality Check 1,36,Disc,ID4287,D,31,0,0,
Case 246,2012/1/9 0:00:00,2012/1/9 1:00:00,Packing,Packing,36,Disc,ID4491,D,31,0,0,
Case 248,2012/1/8 10:35:00,2012/1/8 15:53:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,24,Housing,ID3846,S,1,0,0,
Case 248,2012/1/8 15:55:00,2012/1/8 17:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,24,Housing,ID3846,D,7,0,0,
Case 248,2012/1/8 20:15:00,2012/1/9 1:59:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,24,Housing,ID4641,D,16,0,0,
Case 248,2012/1/10 0:00:00,2012/1/10 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,24,Housing,ID4882,D,0,0,0,
Case 248,2012/1/10 7:10:00,2012/1/10 8:10:00,Turning & Milling Q.C.,Quality Check 1,24,Housing,ID4493,D,24,0,0,
Case 248,2012/1/10 13:24:00,2012/1/10 14:33:00,Laser Marking - Machine 7,Machine 7- Laser Marking,24,Housing,ID0998,D,24,0,0,
Case 248,2012/1/10 14:33:00,2012/1/10 15:48:00,Flat Grinding - Machine 11,Machine 11 - Grinding,24,Housing,ID0998,D,10,0,0,
Case 248,2012/1/10 14:34:00,2012/1/10 17:33:00,Flat Grinding - Machine 11,Machine 11 - Grinding,24,Housing,ID0998,D,14,0,0,
Case 248,2012/1/10 15:47:00,2012/1/10 17:34:00,Lapping - Machine 1,Machine 1 - Lapping,24,Housing,ID4882,D,24,0,0,
Case 248,2012/1/11 4:05:00,2012/1/11 6:29:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,24,Housing,ID4445,S,0,0,0,
Case 248,2012/1/11 6:29:00,2012/1/11 6:52:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,24,Housing,ID4445,D,2,0,0,
Case 248,2012/1/11 6:56:00,2012/1/11 11:35:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,24,Housing,ID4385,D,22,0,0,
Case 248,2012/1/15 12:30:00,2012/1/15 15:11:00,Final Inspection Q.C.,Quality Check 1,24,Housing,ID4493,D,0,1,0,
Case 248,2012/1/18 0:00:00,2012/1/18 1:00:00,Packing,Packing,24,Housing,ID4820,D,23,0,0,
Case 248,2012/1/18 7:00:00,2012/1/18 8:24:00,Final Inspection Q.C.,Quality Check 1,24,Housing,ID4493,D,23,0,0,
Case 249,2012/1/12 8:03:00,2012/1/12 15:05:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,64,Ballnut,ID0997,S,1,0,0,
Case 249,2012/1/12 15:06:00,2012/1/12 16:00:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,64,Ballnut,ID0997,S,0,0,0,
Case 249,2012/1/13 6:53:00,2012/1/13 7:41:00,Turning & Milling Q.C.,Quality Check 1,64,Ballnut,ID4287,D,0,0,0,
Case 249,2012/1/13 7:48:00,2012/1/13 12:40:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,64,Ballnut,ID0997,D,18,0,0,
Case 249,2012/1/15 9:32:00,2012/1/15 17:58:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,64,Ballnut,ID0997,D,38,0,0,
Case 249,2012/1/15 20:06:00,2012/1/15 22:15:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,64,Ballnut,ID4932,D,6,0,0,
Case 249,2012/1/16 7:00:00,2012/1/16 8:40:00,Turning & Milling Q.C.,Quality Check 1,64,Ballnut,ID4287,D,63,0,0,
Case 249,2012/1/16 13:39:00,2012/1/16 16:08:00,Flat Grinding - Machine 11,Machine 11 - Grinding,64,Ballnut,ID0998,D,63,0,0,
Case 249,2012/1/16 16:08:00,2012/1/16 17:22:00,Lapping - Machine 1,Machine 1 - Lapping,64,Ballnut,ID0998,D,63,0,0,
Case 249,2012/1/17 12:48:00,2012/1/17 13:32:00,Round Grinding - Manual,Machine 27 - Grinding,64,Ballnut,ID4872,S,0,0,0,
Case 249,2012/1/17 20:59:00,2012/1/18 0:53:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,64,Ballnut,ID4385,S,0,0,0,
Case 249,2012/1/18 0:53:00,2012/1/18 2:07:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,64,Ballnut,ID4385,D,5,0,0,
Case 249,2012/1/18 7:03:00,2012/1/18 16:03:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,64,Ballnut,ID4355,D,29,0,0,
Case 249,2012/1/18 16:06:00,2012/1/18 17:57:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,64,Ballnut,ID4385,D,7,0,0,
Case 249,2012/1/18 20:18:00,2012/1/19 2:22:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,64,Ballnut,ID4528,D,22,0,0,
Case 249,2012/1/19 7:00:00,2012/1/19 11:10:00,Final Inspection Q.C.,Quality Check 1,64,Ballnut,ID4287,D,0,0,0,
Case 249,2012/1/19 7:39:00,2012/1/19 7:40:00,Laser Marking - Machine 7,Machine 7- Laser Marking,64,Ballnut,ID4872,D,1,0,0,
Case 249,2012/1/19 7:40:00,2012/1/19 8:31:00,Laser Marking - Machine 7,Machine 7- Laser Marking,64,Ballnut,ID4872,D,62,0,0,
Case 249,2012/1/22 0:00:00,2012/1/22 1:00:00,Packing,Packing,64,Ballnut,ID4491,D,62,0,0,
Case 249,2012/1/22 6:50:00,2012/1/22 7:25:00,Final Inspection Q.C.,Quality Check 1,64,Ballnut,ID4287,D,62,1,0,
Case 25,2012/1/19 8:33:00,2012/1/19 12:26:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4429,S,4,0,0,
Case 25,2012/1/19 12:27:00,2012/1/19 15:41:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4429,D,9,0,0,
Case 25,2012/1/24 12:22:00,2012/1/24 17:09:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4429,S,0,0,0,
Case 25,2012/1/24 20:08:00,2012/1/25 4:45:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4529,S,1,0,0,
Case 25,2012/1/25 4:46:00,2012/1/25 6:27:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4529,D,7,0,0,
Case 25,2012/1/25 6:55:00,2012/1/25 9:20:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,13,Plug,ID4429,D,5,0,0,
Case 25,2012/1/27 7:00:00,2012/1/27 8:40:00,Turning & Milling Q.C.,Quality Check 1,13,Plug,ID4163,D,13,0,0,
Case 25,2012/1/29 9:02:00,2012/1/29 9:26:00,Laser Marking - Machine 7,Machine 7- Laser Marking,13,Plug,ID0998,D,13,0,0,
Case 25,2012/1/30 0:00:00,2012/1/30 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,13,Plug,ID4882,D,0,0,0,
Case 25,2012/1/30 9:02:00,2012/1/30 9:07:00,Lapping - Machine 1,Machine 1 - Lapping,13,Plug,ID4882,D,1,0,0,
Case 25,2012/1/30 9:05:00,2012/1/30 10:20:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4872,S,0,0,0,
Case 25,2012/1/30 9:06:00,2012/1/30 11:36:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4872,S,0,0,0,
Case 25,2012/1/30 9:09:00,2012/1/30 10:04:00,Lapping - Machine 1,Machine 1 - Lapping,13,Plug,ID4882,D,12,0,0,
Case 25,2012/1/30 11:36:00,2012/1/30 15:53:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4872,D,1,0,0,
Case 25,2012/1/30 16:09:00,2012/1/30 23:58:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4528,D,5,0,0,
Case 25,2012/1/31 22:25:00,2012/1/31 23:29:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4528,D,2,0,0,
Case 25,2012/2/1 7:26:00,2012/2/1 11:26:00,Round Grinding - Manual,Machine 27 - Grinding,13,Plug,ID4872,D,5,0,0,
Case 25,2012/2/1 11:10:00,2012/2/1 13:50:00,Round Grinding - Q.C.,Quality Check 1,13,Plug,ID4287,D,13,0,0,
Case 25,2012/2/13 8:00:00,2012/2/13 8:40:00,Round Grinding - Q.C.,Quality Check 1,13,Plug,ID4163,D,0,0,0,
Case 25,2012/2/13 9:00:00,2012/2/13 10:30:00,Round Grinding - Q.C.,Quality Check 1,13,Plug,ID4163,D,0,0,0,
Case 25,2012/2/26 9:33:00,2012/2/26 9:56:00,Lapping - Machine 1,Machine 1 - Lapping,13,Plug,ID0998,D,2,0,0,
Case 25,2012/2/26 15:55:00,2012/2/26 18:06:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,13,Plug,ID4355,S,0,0,0,
Case 25,2012/2/26 20:39:00,2012/2/26 21:49:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,13,Plug,ID4385,D,2,0,0,
Case 25,2012/2/29 9:00:00,2012/2/29 9:30:00,Final Inspection Q.C.,Quality Check 1,13,Plug,ID4163,D,0,2,0,
Case 250,2012/1/3 7:30:00,2012/1/3 16:00:00,Milling - Machine 16,Machine 16 - Milling,32,Barrel,ID4326,S,0,0,0,
Case 250,2012/1/4 14:00:00,2012/1/4 18:00:00,Milling - Machine 16,Machine 16 - Milling,32,Barrel,ID4326,S,0,0,0,
Case 250,2012/1/5 7:00:00,2012/1/5 12:50:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,
Case 250,2012/1/5 7:00:00,2012/1/5 16:00:00,Milling - Machine 16,Machine 16 - Milling,32,Barrel,ID4326,D,8,0,0,
Case 250,2012/1/6 7:00:00,2012/1/6 13:00:00,Milling - Machine 16,Machine 16 - Milling,32,Barrel,ID4326,D,7,0,0,
Case 250,2012/1/8 6:49:00,2012/1/8 17:59:00,Milling - Machine 16,Machine 16 - Milling,32,Barrel,ID4326,D,17,0,0,
Case 250,2012/1/9 14:32:00,2012/1/9 15:47:00,Laser Marking - Machine 7,Machine 7- Laser Marking,32,Barrel,ID0998,D,32,0,0,
Case 250,2012/1/10 7:00:00,2012/1/10 8:40:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,
Case 250,2012/1/10 7:00:00,2012/1/10 8:40:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,
Case 250,2012/1/10 8:21:00,2012/1/10 8:40:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,32,0,0,
Case 250,2012/1/10 9:00:00,2012/1/10 12:50:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,Y
Case 250,2012/1/10 13:20:00,2012/1/10 14:50:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,
Case 250,2012/1/10 15:00:00,2012/1/10 18:00:00,Final Inspection Q.C.,Quality Check 1,32,Barrel,ID4163,D,0,0,0,
Case 250,2012/1/12 0:00:00,2012/1/12 1:00:00,Packing,Packing,32,Barrel,ID4820,D,32,0,0,
Case 251,2012/1/8 15:04:00,2012/1/8 16:15:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,5,Cable Head,ID4429,S,0,0,0,
Case 251,2012/1/9 6:50:00,2012/1/9 11:28:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,5,Cable Head,ID4932,S,1,0,0,
Case 251,2012/1/9 11:28:00,2012/1/9 12:56:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,5,Cable Head,ID4932,D,4,0,0,
Case 251,2012/1/10 7:00:00,2012/1/10 8:21:00,Turning & Milling Q.C.,Quality Check 1,5,Cable Head,ID4163,D,5,0,0,
Case 251,2012/1/10 9:10:00,2012/1/10 9:22:00,Laser Marking - Machine 7,Machine 7- Laser Marking,5,Cable Head,ID0998,D,5,0,0,
Case 251,2012/1/10 14:50:00,2012/1/10 16:10:00,Turning & Milling Q.C.,Quality Check 1,5,Cable Head,ID4163,D,0,0,0,
Case 251,2012/2/14 15:07:00,2012/2/14 15:27:00,Lapping - Machine 1,Machine 1 - Lapping,5,Cable Head,ID4882,D,5,0,0,
Case 251,2012/2/19 21:42:00,2012/2/19 23:29:00,Round Grinding - Machine 23,Machine 23 - Turning,5,Cable Head,ID4109,D,5,0,0,
Case 251,2012/2/20 9:00:00,2012/2/20 12:50:00,Final Inspection Q.C.,Quality Check 1,5,Cable Head,ID4163,D,0,0,0,
Case 251,2012/2/21 7:00:00,2012/2/21 8:40:00,Final Inspection Q.C.,Quality Check 1,5,Cable Head,ID4163,D,0,0,0,
Case 251,2012/2/21 12:25:00,2012/2/21 14:19:00,Round Grinding - Machine 23,Machine 23 - Turning,5,Cable Head,ID3854,D,0,0,0,
Case 251,2012/2/23 0:00:00,2012/2/23 1:00:00,Packing,Packing,5,Cable Head,ID4820,D,5,0,0,
Case 251,2012/2/23 9:00:00,2012/2/23 10:30:00,Final Inspection Q.C.,Quality Check 1,5,Cable Head,ID4163,D,0,0,0,
Case 251,2012/2/23 13:20:00,2012/2/23 13:35:00,Final Inspection Q.C.,Quality Check 1,5,Cable Head,ID4163,D,5,0,0,
Case 252,2012/1/24 7:04:00,2012/1/24 7:17:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12,Ballnut,ID4794,S,2,0,0,
Case 252,2012/1/24 7:18:00,2012/1/24 9:35:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12,Ballnut,ID4794,S,0,0,0,
Case 252,2012/1/24 7:20:00,2012/1/24 9:48:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12,Ballnut,ID4618,D,0,0,0,
Case 252,2012/1/25 6:50:00,2012/1/25 7:17:00,Turning & Milling Q.C.,Quality Check 1,12,Ballnut,ID4618,D,0,0,0,
Case 252,2012/1/26 7:02:00,2012/1/26 13:55:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12,Ballnut,ID4794,D,10,0,0,
Case 252,2012/1/26 15:18:00,2012/1/26 15:20:00,Turning & Milling Q.C.,Quality Check 1,12,Ballnut,ID4618,D,12,0,0,
Case 252,2012/1/27 8:00:00,2012/1/27 8:20:00,Laser Marking - Machine 7,Machine 7- Laser Marking,12,Ballnut,ID0998,D,12,0,0,
Case 252,2012/1/27 8:20:00,2012/1/27 10:00:00,Lapping - Machine 1,Machine 1 - Lapping,12,Ballnut,ID0998,D,12,0,0,
Case 252,2012/1/27 12:20:00,2012/1/27 12:57:00,Final Inspection Q.C.,Quality Check 1,12,Ballnut,ID4618,D,0,0,0,
Case 252,2012/1/29 7:21:00,2012/1/29 7:22:00,Final Inspection Q.C.,Quality Check 1,12,Ballnut,ID4493,D,12,0,0,
Case 252,2012/1/30 0:00:00,2012/1/30 1:00:00,Packing,Packing,12,Ballnut,ID4820,D,12,0,0,
Case 253,2012/1/9 2:21:00,2012/1/9 5:49:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16,Blade,ID4641,S,1,0,0,
Case 253,2012/1/9 5:49:00,2012/1/9 6:55:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16,Blade,ID4641,D,2,0,0,
Case 253,2012/1/9 7:04:00,2012/1/9 8:03:00,Turning & Milling Q.C.,Quality Check 1,16,Blade,ID4618,D,0,0,0,
Case 253,2012/1/9 7:10:00,2012/1/9 9:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16,Blade,ID3846,D,13,0,0,
Case 253,2012/1/9 9:05:00,2012/1/9 10:05:00,Turning & Milling Q.C.,Quality Check 1,16,Blade,ID4618,D,15,1,0,
Case 253,2012/1/10 10:37:00,2012/1/10 10:54:00,Laser Marking - Machine 7,Machine 7- Laser Marking,16,Blade,ID0998,D,15,0,0,
Case 253,2012/1/10 10:54:00,2012/1/10 13:25:00,Lapping - Machine 1,Machine 1 - Lapping,16,Blade,ID0998,D,0,0,0,
Case 253,2012/1/10 11:59:00,2012/1/10 13:14:00,Lapping - Machine 1,Machine 1 - Lapping,16,Blade,ID0998,D,15,0,0,
Case 253,2012/1/10 11:59:00,2012/1/10 11:59:00,Flat Grinding - Machine 11,Machine 11 - Grinding,16,Blade,ID0998,D,15,0,0,
Case 253,2012/1/11 0:00:00,2012/1/11 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,16,Blade,ID4882,D,0,0,0,
Case 253,2012/1/11 14:23:00,2012/1/11 15:38:00,Laser Marking - Machine 7,Machine 7- Laser Marking,16,Blade,ID4882,D,0,0,0,
Case 253,2012/1/15 6:50:00,2012/1/15 7:02:00,Final Inspection Q.C.,Quality Check 1,16,Blade,ID4618,D,15,0,0,
Case 253,2012/1/16 0:00:00,2012/1/16 1:00:00,Packing,Packing,16,Blade,ID4820,D,3,0,0,
Case 253,2012/1/16 0:00:00,2012/1/16 1:00:00,Packing,Packing,16,Blade,ID4820,D,12,0,0,
Case 254,2012/1/2 10:15:00,2012/1/2 12:15:00,Laser Marking - Machine 7,Machine 7- Laser Marking,225,Spur Gear,ID0998,D,225,0,0,
Case 254,2012/1/2 14:00:00,2012/1/2 16:00:00,Flat Grinding - Machine 11,Machine 11 - Grinding,225,Spur Gear,ID0998,D,100,0,0,
Case 254,2012/1/3 17:04:00,2012/1/3 18:23:00,Flat Grinding - Machine 11,Machine 11 - Grinding,225,Spur Gear,ID0998,D,50,0,0,
Case 254,2012/1/4 10:28:00,2012/1/4 11:54:00,Flat Grinding - Machine 11,Machine 11 - Grinding,225,Spur Gear,ID4882,D,75,0,0,
Case 254,2012/1/4 15:26:00,2012/1/4 15:57:00,Final Inspection Q.C.,Quality Check 1,225,Spur Gear,ID4618,D,0,0,0,
Case 254,2012/1/6 0:00:00,2012/1/6 1:00:00,Packing,Packing,225,Spur Gear,ID4820,D,225,0,0,
Case 254,2012/1/6 10:24:00,2012/1/6 10:25:00,Final Inspection Q.C.,Quality Check 1,225,Spur Gear,ID4618,D,225,0,0,
Case 255,2012/1/2 7:00:00,2012/1/2 18:00:00,Turning - Machine 8,Machine 15 - Turning,40,Bushing,ID0997,D,40,0,0,
Case 255,2012/1/5 13:58:00,2012/1/5 15:13:00,Turning Q.C.,Quality Check 1,40,Bushing,ID4618,D,40,0,0,
Case 255,2012/1/10 9:22:00,2012/1/10 10:07:00,Laser Marking - Machine 7,Machine 7- Laser Marking,40,Bushing,ID0998,D,40,0,0,
Case 255,2012/1/11 10:22:00,2012/1/11 11:22:00,Final Inspection Q.C.,Quality Check 1,40,Bushing,ID4618,D,40,0,0,
Case 255,2012/1/16 0:00:00,2012/1/16 1:00:00,Packing,Packing,40,Bushing,ID4820,D,40,0,0,
Case 256,2012/1/16 16:21:00,2012/1/16 17:51:00,Turning - Machine 8,Machine 15 - Turning,100,Spinner,ID0997,D,20,0,0,
Case 256,2012/1/16 20:11:00,2012/1/17 2:04:00,Turning - Machine 8,Machine 15 - Turning,100,Spinner,ID4932,D,45,0,0,
Case 256,2012/1/17 2:04:00,2012/1/17 6:21:00,Turning - Machine 8,Machine 15 - Turning,100,Spinner,ID4794,D,35,0,0,
Case 256,2012/1/17 10:30:00,2012/1/17 12:50:00,Turning Q.C.,Quality Check 1,100,Spinner,ID4287,D,100,0,0,
Case 256,2012/1/17 13:00:00,2012/1/17 15:00:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID0997,S,0,0,0,
Case 256,2012/1/17 16:48:00,2012/1/17 18:08:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID4219,S,1,0,0,
Case 256,2012/1/17 18:09:00,2012/1/17 18:40:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID4219,D,0,0,0,
Case 256,2012/1/17 18:41:00,2012/1/17 18:45:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID4219,D,8,0,0,
Case 256,2012/1/17 20:10:00,2012/1/18 6:31:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID4794,D,26,0,0,
Case 256,2012/1/18 7:10:00,2012/1/18 14:59:00,Turning - Machine 8,Machine 8 - Turning & Milling,100,Spinner,ID0997,D,65,0,0,
Case 256,2012/1/18 14:00:00,2012/1/18 15:50:00,Turning Q.C.,Quality Check 1,100,Spinner,ID4287,D,100,0,0,
Case 256,2012/1/30 8:06:00,2012/1/30 15:21:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,S,1,0,0,
Case 256,2012/1/30 15:30:00,2012/1/30 17:54:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,0,0,0,
Case 256,2012/1/31 7:47:00,2012/1/31 11:39:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,S,1,0,0,
Case 256,2012/1/31 9:00:00,2012/1/31 12:00:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,0,2,0,
Case 256,2012/1/31 11:40:00,2012/1/31 15:51:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,8,0,0,
Case 256,2012/1/31 16:48:00,2012/1/31 23:37:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID3846,D,13,0,0,
Case 256,2012/2/1 7:02:00,2012/2/1 10:46:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4641,D,4,0,0,
Case 256,2012/2/1 16:07:00,2012/2/1 23:41:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID3846,B,0,0,0,
Case 256,2012/2/2 7:10:00,2012/2/2 13:27:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,8,0,0,
Case 256,2012/2/2 11:37:00,2012/2/2 15:04:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,32,1,0,
Case 256,2012/2/2 13:27:00,2012/2/2 17:39:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,8,0,0,
Case 256,2012/2/3 7:03:00,2012/2/3 12:14:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,8,0,0,
Case 256,2012/2/3 12:00:00,2012/2/3 12:50:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,16,0,0,
Case 256,2012/2/5 0:42:00,2012/2/5 6:54:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4641,D,8,0,0,
Case 256,2012/2/5 7:00:00,2012/2/5 8:40:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,0,0,0,
Case 256,2012/2/5 7:09:00,2012/2/5 17:47:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,17,0,0,
Case 256,2012/2/5 11:18:00,2012/2/5 12:43:00,Lapping - Machine 1,Machine 1 - Lapping,100,Spinner,ID0998,D,48,0,0,
Case 256,2012/2/5 15:00:00,2012/2/5 15:56:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,16,0,0,
Case 256,2012/2/5 20:35:00,2012/2/6 6:39:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4641,D,12,0,0,
Case 256,2012/2/6 7:08:00,2012/2/6 8:08:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Spinner,ID4385,S,0,0,0,
Case 256,2012/2/6 7:29:00,2012/2/6 14:40:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spinner,ID4132,D,12,0,0,
Case 256,2012/2/6 8:00:00,2012/2/6 9:07:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,16,0,0,
Case 256,2012/2/6 8:08:00,2012/2/6 12:10:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,100,Spinner,ID4385,S,0,0,0,
Case 256,2012/2/6 8:10:00,2012/2/6 12:12:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Spinner,ID0420,D,20,0,0,
Case 256,2012/2/6 12:10:00,2012/2/6 16:02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,100,Spinner,ID4385,D,15,0,0,
Case 256,2012/2/6 12:12:00,2012/2/6 17:53:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Spinner,ID0420,D,28,0,0,
Case 256,2012/2/6 13:47:00,2012/2/6 15:20:00,Lapping - Machine 1,Machine 1 - Lapping,100,Spinner,ID0998,D,32,0,0,
Case 256,2012/2/6 15:00:00,2012/2/6 16:00:00,Turning & Milling Q.C.,Quality Check 1,100,Spinner,ID4287,D,16,1,0,
Case 256,2012/2/6 16:00:00,2012/2/6 18:00:00,Round Grinding - Q.C.,Quality Check 1,100,Spinner,ID4287,D,0,0,0,
Case 256,2012/2/6 16:06:00,2012/2/6 23:30:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,100,Spinner,ID4355,D,21,0,0,
Case 256,2012/2/6 16:34:00,2012/2/6 17:08:00,Lapping - Machine 1,Machine 1 - Lapping,100,Spinner,ID0998,D,16,0,0,
Case 256,2012/2/6 20:21:00,2012/2/7 3:44:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Spinner,ID4445,D,45,0,0,
