Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 2500,2010/9/14 13:22:00,2010/9/14 13:22:00,Take in charge ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2500,2010/9/15 16:44:00,2010/9/15 16:44:00,Wait,Value 16,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2500,2010/10/14 11:54:00,2010/10/14 11:54:00,Take in charge ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2500,2010/10/14 11:55:00,2010/10/14 11:55:00,Resolve ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2500,2010/11/13 8:40:00,2010/11/13 8:40:00,Closed,Value 5,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2501,2010/7/12 9:22:00,2010/7/12 9:22:00,Assign seriousness,Value 19,Value 1,Value 127,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 2501,2010/7/12 13:24:00,2010/7/12 13:24:00,Assign seriousness,Value 2,Value 1,Value 127,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 2501,2010/7/13 9:03:00,2010/7/13 9:03:00,Take in charge ticket,Value 2,Value 1,Value 127,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 2501,2010/7/15 12:45:00,2010/7/15 12:45:00,Resolve ticket,Value 2,Value 1,Value 127,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 2501,2010/8/16 10:54:00,2010/8/16 10:54:00,Closed,Value 10,Value 1,Value 127,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 2502,2010/2/23 10:41:00,2010/2/23 10:41:00,Assign seriousness,Value 2,Value 1,Value 259,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 2502,2010/3/16 14:25:00,2010/3/16 14:25:00,Take in charge ticket,Value 2,Value 1,Value 259,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 2502,2010/3/17 11:10:00,2010/3/17 11:10:00,Resolve ticket,Value 2,Value 1,Value 259,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 2502,2010/4/1 10:11:00,2010/4/1 10:11:00,Closed,Value 5,Value 1,Value 259,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 2503,2011/1/3 9:47:00,2011/1/3 9:47:00,Assign seriousness,Value 13,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2503,2011/1/3 16:48:00,2011/1/3 16:48:00,Take in charge ticket,Value 13,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2503,2011/1/3 16:49:00,2011/1/3 16:49:00,Resolve ticket,Value 13,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2503,2011/2/3 9:50:00,2011/2/3 9:50:00,Closed,Value 5,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2504,2012/9/5 14:46:00,2012/9/5 14:46:00,Assign seriousness,Value 1,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2504,2012/9/10 8:07:00,2012/9/10 8:07:00,Take in charge ticket,Value 3,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2504,2012/9/13 7:57:00,2012/9/13 7:57:00,Wait,Value 13,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2504,2012/10/12 10:16:00,2012/10/12 10:16:00,Resolve ticket,Value 13,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2504,2012/10/27 10:16:00,2012/10/27 10:16:00,Closed,Value 3,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2505,2011/3/1 11:06:00,2011/3/1 11:06:00,Assign seriousness,Value 8,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/1 15:36:00,2011/3/1 15:36:00,Assign seriousness,Value 2,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/3 15:23:00,2011/3/3 15:23:00,Take in charge ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/3 16:30:00,2011/3/3 16:30:00,Wait,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/4 9:19:00,2011/3/4 9:19:00,Take in charge ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/8 11:30:00,2011/3/8 11:30:00,Wait,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/25 8:32:00,2011/3/25 8:32:00,Take in charge ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/3/25 8:32:00,2011/3/25 8:32:00,Resolve ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2505,2011/4/9 7:32:00,2011/4/9 7:32:00,Closed,Value 5,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/6/23 15:15:00,2011/6/23 15:15:00,Assign seriousness,Value 8,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/6/23 15:16:00,2011/6/23 15:16:00,Assign seriousness,Value 8,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/6/28 7:04:00,2011/6/28 7:04:00,Take in charge ticket,Value 9,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/6/28 8:36:00,2011/6/28 8:36:00,Wait,Value 9,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/7/26 14:37:00,2011/7/26 14:37:00,Resolve ticket,Value 9,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2506,2011/8/10 14:37:00,2011/8/10 14:37:00,Closed,Value 5,Value 1,Value 175,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2507,2010/5/18 10:49:00,2010/5/18 10:49:00,Assign seriousness,Value 6,Value 1,Value 221,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2507,2010/5/18 11:11:00,2010/5/18 11:11:00,Take in charge ticket,Value 6,Value 1,Value 221,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2507,2010/5/18 11:12:00,2010/5/18 11:12:00,Resolve ticket,Value 6,Value 1,Value 221,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2507,2010/7/1 10:50:00,2010/7/1 10:50:00,Closed,Value 5,Value 1,Value 221,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2508,2013/10/31 9:43:00,2013/10/31 9:43:00,Assign seriousness,Value 9,Value 1,Value 36,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2508,2013/10/31 14:48:00,2013/10/31 14:48:00,Take in charge ticket,Value 18,Value 1,Value 36,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2508,2013/11/27 8:19:00,2013/11/27 8:19:00,Resolve ticket,Value 18,Value 1,Value 36,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2508,2013/12/12 8:19:00,2013/12/12 8:19:00,Closed,Value 3,Value 1,Value 36,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2509,2011/11/3 13:13:00,2011/11/3 13:13:00,Assign seriousness,Value 1,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2509,2011/11/3 16:06:00,2011/11/3 16:06:00,Resolve ticket,Value 1,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2509,2011/12/6 13:20:00,2011/12/6 13:20:00,Closed,Value 5,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2510,2011/8/5 13:22:00,2011/8/5 13:22:00,Assign seriousness,Value 9,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2510,2011/8/9 7:13:00,2011/8/9 7:13:00,Take in charge ticket,Value 10,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2510,2011/8/10 10:06:00,2011/8/10 10:06:00,Resolve ticket,Value 10,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2510,2011/9/14 13:30:00,2011/9/14 13:30:00,Closed,Value 5,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2511,2012/5/24 10:43:00,2012/5/24 10:43:00,Assign seriousness,Value 1,Value 1,Value 190,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2511,2012/5/28 7:03:00,2012/5/28 7:03:00,Take in charge ticket,Value 6,Value 1,Value 190,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2511,2012/5/31 13:11:00,2012/5/31 13:11:00,Resolve ticket,Value 16,Value 1,Value 190,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2511,2012/6/30 13:12:00,2012/6/30 13:12:00,Closed,Value 5,Value 1,Value 190,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2512,2013/7/1 13:46:00,2013/7/1 13:46:00,Assign seriousness,Value 1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2512,2013/7/2 10:01:00,2013/7/2 10:01:00,Take in charge ticket,Value 9,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2512,2013/7/2 10:03:00,2013/7/2 10:03:00,Wait,Value 9,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2512,2013/7/23 10:40:00,2013/7/23 10:40:00,Resolve ticket,Value 2,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2512,2013/7/23 10:40:00,2013/7/23 10:40:00,Resolve ticket,Value 2,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2512,2013/8/7 10:40:00,2013/8/7 10:40:00,Closed,Value 3,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2513,2010/10/14 9:22:00,2010/10/14 9:22:00,Assign seriousness,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2513,2010/10/14 10:43:00,2010/10/14 10:43:00,Take in charge ticket,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2513,2010/10/25 13:05:00,2010/10/25 13:05:00,Resolve ticket,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2513,2010/11/27 10:30:00,2010/11/27 10:30:00,Closed,Value 5,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/2/7 10:49:00,2013/2/7 10:49:00,Assign seriousness,Value 1,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/2/7 16:26:00,2013/2/7 16:26:00,Take in charge ticket,Value 2,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/2/11 9:21:00,2013/2/11 9:21:00,Wait,Value 9,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/2/12 11:14:00,2013/2/12 11:14:00,Wait,Value 4,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/3/12 8:56:00,2013/3/12 8:56:00,Resolve ticket,Value 4,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2514,2013/3/27 8:57:00,2013/3/27 8:57:00,Closed,Value 3,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2515,2011/12/27 11:01:00,2011/12/27 11:01:00,Assign seriousness,Value 1,Value 1,Value 43,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2515,2011/12/27 11:02:00,2011/12/27 11:02:00,Take in charge ticket,Value 1,Value 1,Value 43,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2515,2011/12/27 15:28:00,2011/12/27 15:28:00,Resolve ticket,Value 1,Value 1,Value 43,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2515,2012/1/29 11:10:00,2012/1/29 11:10:00,Closed,Value 5,Value 1,Value 43,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2516,2012/1/25 15:31:00,2012/1/25 15:31:00,Assign seriousness,Value 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2516,2012/1/25 15:31:00,2012/1/25 15:31:00,Take in charge ticket,Value 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2516,2012/1/25 15:44:00,2012/1/25 15:44:00,Resolve ticket,Value 13,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2516,2012/2/25 15:40:00,2012/2/25 15:40:00,Closed,Value 5,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2517,2011/10/13 9:15:00,2011/10/13 9:15:00,Assign seriousness,Value 1,Value 1,Value 22,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2517,2011/10/19 9:22:00,2011/10/19 9:22:00,Take in charge ticket,Value 1,Value 1,Value 22,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2517,2011/10/26 8:12:00,2011/10/26 8:12:00,Resolve ticket,Value 1,Value 1,Value 22,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2517,2011/10/26 8:12:00,2011/10/26 8:12:00,Resolve ticket,Value 1,Value 1,Value 22,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2517,2011/11/15 10:20:00,2011/11/15 10:20:00,Closed,Value 5,Value 1,Value 22,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2518,2012/1/27 15:16:00,2012/1/27 15:16:00,Assign seriousness,Value 1,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2518,2012/2/7 11:54:00,2012/2/7 11:54:00,Take in charge ticket,Value 2,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2518,2012/2/10 15:53:00,2012/2/10 15:53:00,Wait,Value 2,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2518,2012/2/14 15:08:00,2012/2/14 15:08:00,Resolve ticket,Value 2,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2518,2012/3/2 14:30:00,2012/3/2 14:30:00,Closed,Value 5,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/2/17 8:31:00,2011/2/17 8:31:00,Assign seriousness,Value 8,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/2/17 8:31:00,2011/2/17 8:31:00,Take in charge ticket,Value 8,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/2/17 11:32:00,2011/2/17 11:32:00,Wait,Value 9,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/2/22 14:46:00,2011/2/22 14:46:00,Take in charge ticket,Value 9,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/2/22 14:47:00,2011/2/22 14:47:00,Resolve ticket,Value 9,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2519,2011/4/9 9:51:00,2011/4/9 9:51:00,Closed,Value 5,Value 1,Value 250,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/10/21 7:52:00,2010/10/21 7:52:00,Assign seriousness,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/10/21 7:53:00,2010/10/21 7:53:00,Take in charge ticket,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/11/2 10:29:00,2010/11/2 10:29:00,Wait,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/11/8 14:12:00,2010/11/8 14:12:00,Take in charge ticket,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/11/8 14:13:00,2010/11/8 14:13:00,Resolve ticket,Value 2,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2520,2010/11/23 14:13:00,2010/11/23 14:13:00,Closed,Value 5,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2521,2012/5/24 15:27:00,2012/5/24 15:27:00,Assign seriousness,Value 1,Value 1,Value 133,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2521,2012/5/29 10:27:00,2012/5/29 10:27:00,Take in charge ticket,Value 2,Value 1,Value 133,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2521,2012/5/31 8:04:00,2012/5/31 8:04:00,Resolve ticket,Value 2,Value 1,Value 133,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2521,2012/7/7 15:30:00,2012/7/7 15:30:00,Closed,Value 5,Value 1,Value 133,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/7/25 12:31:00,2013/7/25 12:31:00,Assign seriousness,Value 1,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/7/25 12:31:00,2013/7/25 12:31:00,Take in charge ticket,Value 1,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/7/26 7:06:00,2013/7/26 7:06:00,Wait,Value 2,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/8/12 13:35:00,2013/8/12 13:35:00,Resolve ticket,Value 9,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/8/12 13:35:00,2013/8/12 13:35:00,Resolve ticket,Value 9,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2522,2013/8/27 13:35:00,2013/8/27 13:35:00,Closed,Value 3,Value 1,Value 46,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2523,2011/10/7 8:38:00,2011/10/7 8:38:00,Assign seriousness,Value 1,Value 1,Value 174,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2523,2011/10/11 15:19:00,2011/10/11 15:19:00,Assign seriousness,Value 2,Value 1,Value 174,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2523,2011/10/11 15:23:00,2011/10/11 15:23:00,Resolve ticket,Value 2,Value 1,Value 174,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2523,2011/11/9 9:40:00,2011/11/9 9:40:00,Closed,Value 5,Value 1,Value 174,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2524,2010/11/15 13:56:00,2010/11/15 13:56:00,Assign seriousness,Value 9,Value 1,Value 86,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2524,2010/11/17 17:00:00,2010/11/17 17:00:00,Assign seriousness,Value 7,Value 1,Value 86,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2524,2010/11/17 17:00:00,2010/11/17 17:00:00,Take in charge ticket,Value 7,Value 1,Value 86,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2524,2010/12/13 16:12:00,2010/12/13 16:12:00,Resolve ticket,Value 14,Value 1,Value 86,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2524,2011/1/12 16:12:00,2011/1/12 16:12:00,Closed,Value 5,Value 1,Value 86,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2525,2011/12/27 15:54:00,2011/12/27 15:54:00,Assign seriousness,Value 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2525,2011/12/27 15:54:00,2011/12/27 15:54:00,Assign seriousness,Value 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2525,2011/12/27 15:54:00,2011/12/27 15:54:00,Assign seriousness,Value 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2525,2011/12/28 8:02:00,2011/12/28 8:02:00,Resolve ticket,Value 6,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2525,2012/2/9 16:00:00,2012/2/9 16:00:00,Closed,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2526,2011/9/21 15:52:00,2011/9/21 15:52:00,Assign seriousness,Value 1,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2526,2011/9/23 13:24:00,2011/9/23 13:24:00,Take in charge ticket,Value 13,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2526,2011/9/26 12:19:00,2011/9/26 12:19:00,Wait,Value 9,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2526,2011/9/26 12:19:00,2011/9/26 12:19:00,Wait,Value 9,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2526,2011/10/6 8:17:00,2011/10/6 8:17:00,Resolve ticket,Value 9,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2526,2011/10/26 13:00:00,2011/10/26 13:00:00,Closed,Value 5,Value 1,Value 94,Value 8,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2527,2011/1/14 11:24:00,2011/1/14 11:24:00,Assign seriousness,Value 8,Value 1,Value 91,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2527,2011/1/14 11:35:00,2011/1/14 11:35:00,Assign seriousness,Value 8,Value 1,Value 91,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2527,2011/1/28 16:45:00,2011/1/28 16:45:00,Take in charge ticket,Value 8,Value 1,Value 91,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2527,2011/1/28 16:45:00,2011/1/28 16:45:00,Resolve ticket,Value 8,Value 1,Value 91,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2527,2011/2/16 11:30:00,2011/2/16 11:30:00,Closed,Value 5,Value 1,Value 91,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2528,2012/1/16 8:42:00,2012/1/16 8:42:00,Assign seriousness,Value 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2528,2012/1/16 9:02:00,2012/1/16 9:02:00,Take in charge ticket,Value 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2528,2012/1/16 11:35:00,2012/1/16 11:35:00,Resolve ticket,Value 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2528,2012/2/16 8:50:00,2012/2/16 8:50:00,Closed,Value 5,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2529,2010/12/3 13:36:00,2010/12/3 13:36:00,Assign seriousness,Value 8,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2529,2010/12/6 7:48:00,2010/12/6 7:48:00,Take in charge ticket,Value 6,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2529,2010/12/6 8:00:00,2010/12/6 8:00:00,Resolve ticket,Value 6,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2529,2011/1/4 13:40:00,2011/1/4 13:40:00,Closed,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2530,2013/7/8 13:50:00,2013/7/8 13:50:00,Assign seriousness,Value 14,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2530,2013/8/1 14:36:00,2013/8/1 14:36:00,Take in charge ticket,Value 2,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2530,2013/8/1 15:22:00,2013/8/1 15:22:00,Resolve ticket,Value 12,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2530,2013/8/16 15:23:00,2013/8/16 15:23:00,Closed,Value 3,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,2011/11/4 8:21:00,2011/11/4 8:21:00,Assign seriousness,Value 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,2011/11/4 11:15:00,2011/11/4 11:15:00,Take in charge ticket,Value 12,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,2011/11/4 11:21:00,2011/11/4 11:21:00,Resolve ticket,Value 12,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,2011/12/18 8:31:00,2011/12/18 8:31:00,Closed,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2532,2012/7/17 9:04:00,2012/7/17 9:04:00,Assign seriousness,Value 1,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 2532,2012/7/17 9:05:00,2012/7/17 9:05:00,Take in charge ticket,Value 1,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
